#for_spe,AofA,pit_rate,pitch,throt,com_thr,diff_ele,sym_ele,sym_flap
2824.7,-0.72253,-0.36684,-8.3821,12.603,0.34285,-0.13035,0.84426,-4.6525
2826.6,-0.72335,-0.35649,-8.385,12.596,0.36634,0.22998,0.84713,-4.7194
2828.4,-0.72438,-0.37065,-8.3879,12.597,0.34289,0.1784,0.82352,-4.6967
2830.3,-0.72544,-0.37873,-8.3909,12.59,0.33784,0.0076054,1.0219,-4.7186
2832.2,-0.7267,-0.39576,-8.394,12.583,0.34527,0.0056384,0.88066,-4.6333
2834.1,-0.72788,-0.39789,-8.3972,12.577,0.3801,-0.21077,0.98747,-4.6656
2836,-0.72904,-0.39632,-8.4004,12.581,0.35286,0.075556,0.84232,-4.618
2837.9,-0.73022,-0.39897,-8.4036,12.578,0.36967,0.024287,0.86684,-4.6612
2839.8,-0.7314,-0.40049,-8.4068,12.579,0.36115,0.12051,0.99582,-4.6021
2841.7,-0.73285,-0.42196,-8.41,12.578,0.32779,-0.1026,0.76934,-4.5665
2843.6,-0.73395,-0.40454,-8.4134,12.567,0.32226,0.011506,0.72344,-4.7534
2845.5,-0.73495,-0.38963,-8.4165,12.556,0.39096,-0.0093061,0.70492,-4.7677
2847.4,-0.73578,-0.37131,-8.4196,12.563,0.36702,-0.016341,0.87919,-4.6282
2849.3,-0.7367,-0.37098,-8.4225,12.564,0.33122,-0.01989,0.8459,-4.7355
2851.2,-0.73756,-0.36662,-8.4255,12.554,0.35289,-0.068054,0.75574,-4.7528
2853.1,-0.73821,-0.34948,-8.4284,12.551,0.32013,0.028653,0.96104,-4.6764
2855,-0.7391,-0.36047,-8.4312,12.539,0.3801,0.065321,0.81491,-4.6488
2856.9,-0.73989,-0.35862,-8.4341,12.543,0.32273,0.2293,0.8385,-4.6076
2858.8,-0.74084,-0.37033,-8.437,12.532,0.41017,0.21129,0.95198,-4.7733
2860.7,-0.74201,-0.39217,-8.44,12.545,0.40357,-0.091042,0.76749,-4.7211
2862.6,-0.74284,-0.37419,-8.4431,12.555,0.33578,0.026722,0.80036,-4.5571
2864.5,-0.74367,-0.36795,-8.4461,12.547,0.38563,0.1113,0.79681,-4.5531
2866.4,-0.74451,-0.367,-8.449,12.553,0.39422,-0.12704,0.81283,-4.7404
2868.3,-0.74517,-0.35113,-8.4519,12.561,0.35853,-0.13641,0.90887,-4.5964
2870.2,-0.74582,-0.34494,-8.4547,12.56,0.31556,0.22353,0.72569,-4.7718
2872.1,-0.74646,-0.3436,-8.4574,12.546,0.38963,0.0774,0.85593,-4.6629
2874,-0.74715,-0.34611,-8.4602,12.553,0.40958,0.043933,0.81785,-4.6931
2875.9,-0.74777,-0.34224,-8.4629,12.565,0.37425,-0.17566,0.69825,-4.7008
2877.8,-0.74802,-0.31098,-8.4656,12.568,0.362,-0.21795,0.99408,-4.6241
2879.7,-0.74839,-0.30798,-8.468,12.567,0.38055,-0.18219,0.90605,-4.6537
2881.6,-0.74864,-0.29812,-8.4705,12.571,0.39313,-0.065807,0.97195,-4.59
2883.6,-0.74901,-0.30317,-8.4729,12.579,0.37381,0.18514,0.99685,-4.706
2885.4,-0.74966,-0.32749,-8.4754,12.581,0.38815,0.083931,0.90229,-4.7304
2887.4,-0.75028,-0.33486,-8.478,12.588,0.36967,0.18869,0.83735,-4.6382
2889.3,-0.75095,-0.34265,-8.4807,12.589,0.37959,0.24769,0.81967,-4.7805
2891.2,-0.7517,-0.35218,-8.4835,12.593,0.40562,-0.21789,0.9464,-4.6176
2893.1,-0.75232,-0.34364,-8.4863,12.603,0.41012,-0.043844,1.0005,-4.7153
2895,-0.75308,-0.35229,-8.4891,12.616,0.40756,0.016171,0.8348,-4.607
2896.9,-0.75373,-0.34782,-8.4919,12.627,0.32775,-0.24357,0.81881,-4.7504
2898.8,-0.7541,-0.32377,-8.4946,12.616,0.3734,0.0026164,0.95963,-4.625
2900.7,-0.75468,-0.33139,-8.4972,12.618,0.35288,0.099024,0.7942,-4.696
2902.6,-0.75517,-0.32803,-8.4998,12.614,0.32742,0.041478,0.81304,-4.639
2904.6,-0.7556,-0.32283,-8.5024,12.604,0.32132,0.20367,0.80154,-4.6058
2906.5,-0.75612,-0.32744,-8.505,12.591,0.40175,0.1188,0.96088,-4.7331
2908.4,-0.75682,-0.34259,-8.5077,12.601,0.3419,0.16177,0.98745,-4.6501
2910.3,-0.75771,-0.36345,-8.5105,12.595,0.3682,0.070975,0.76015,-4.5657
2912.2,-0.75836,-0.35445,-8.5134,12.595,0.39226,-0.22257,0.79075,-4.7328
2914.1,-0.75874,-0.3284,-8.5161,12.603,0.35487,-0.06711,0.88082,-4.7517
2916,-0.75917,-0.3223,-8.5187,12.6,0.33361,-0.13483,0.86258,-4.6348
2918,-0.75946,-0.30994,-8.5213,12.591,0.38603,0.14297,0.82125,-4.7903
2919.9,-0.75984,-0.31176,-8.5238,12.596,0.36002,-0.18377,1.0134,-4.559
2921.8,-0.76022,-0.31196,-8.5263,12.595,0.37314,-0.092657,0.8181,-4.7512
2923.7,-0.7604,-0.2975,-8.5287,12.597,0.38396,-0.090069,0.92285,-4.6481
2925.6,-0.76062,-0.29439,-8.5311,12.602,0.35953,0.07541,0.96411,-4.6453
2927.5,-0.76101,-0.30679,-8.5335,12.6,0.36863,-0.099677,1.0167,-4.6407
2929.5,-0.76142,-0.31273,-8.5359,12.601,0.39241,-0.046567,0.81559,-4.6937
2931.4,-0.76165,-0.3011,-8.5384,12.608,0.34904,-0.20596,1.0175,-4.7057
2933.3,-0.76192,-0.29976,-8.5408,12.603,0.38714,0.038781,0.70873,-4.7279
2935.2,-0.76197,-0.28269,-8.5431,12.609,0.35764,0.19024,0.93077,-4.5833
2937.1,-0.76231,-0.29941,-8.5455,12.607,0.4043,-0.19061,0.85736,-4.5519
2939.1,-0.76237,-0.28265,-8.5478,12.617,0.37749,0.089565,0.75888,-4.6381
2941,-0.76239,-0.27446,-8.55,12.62,0.38319,0.13587,0.873,-4.6516
2942.9,-0.76254,-0.2813,-8.5522,12.625,0.32949,-0.06585,0.93276,-4.7708
2944.8,-0.76266,-0.28044,-8.5545,12.614,0.3449,-0.23865,0.99753,-4.574
2946.8,-0.76273,-0.27504,-8.5567,12.609,0.35332,0.1542,0.74153,-4.7163
2948.7,-0.76272,-0.26923,-8.5589,12.605,0.35696,-0.055702,0.7867,-4.6042
2950.6,-0.76255,-0.25419,-8.561,12.603,0.40245,-0.13947,0.83798,-4.6661
2952.6,-0.76227,-0.23877,-8.563,12.612,0.34609,-0.1173,0.77238,-4.6292
2954.5,-0.7618,-0.21819,-8.5648,12.607,0.39347,0.22474,0.75033,-4.7159
2956.4,-0.76143,-0.21841,-8.5665,12.614,0.32961,0.043352,0.86612,-4.5942
2958.3,-0.76108,-0.21872,-8.5683,12.604,0.39449,-0.051336,0.71633,-4.5837
2960.3,-0.76044,-0.19704,-8.5699,12.612,0.4049,-0.24423,0.76744,-4.7688
2962.2,-0.75954,-0.16742,-8.5714,12.623,0.33649,-0.14965,0.85858,-4.695
2964.1,-0.75863,-0.15408,-8.5727,12.614,0.41435,-0.15793,0.74718,-4.7337
2966.1,-0.75746,-0.12862,-8.5738,12.628,0.37943,0.0064929,0.77478,-4.5539
2968,-0.75627,-0.11777,-8.5748,12.631,0.41105,-0.24877,0.7465,-4.6629
2969.9,-0.75475,-0.08664,-8.5756,12.643,0.35793,-0.19849,0.86686,-4.7127
2971.9,-0.75321,-0.071646,-8.5762,12.641,0.34303,0.2435,0.94657,-4.7551
2973.8,-0.75205,-0.095002,-8.5769,12.634,0.33181,0.19326,0.93777,-4.5605
2975.7,-0.75102,-0.11446,-8.5778,12.624,0.33856,0.16907,0.7075,-4.6933
2977.6,-0.74981,-0.10799,-8.5786,12.617,0.37264,0.031837,0.96348,-4.7478
2979.5,-0.7488,-0.11897,-8.5795,12.618,0.40918,-0.19197,0.94212,-4.5579
2981.5,-0.74767,-0.11303,-8.5805,12.63,0.4109,-0.18616,0.93192,-4.6164
2983.4,-0.74649,-0.10642,-8.5814,12.642,0.34859,0.24427,0.92398,-4.5755
2985.3,-0.74562,-0.12834,-8.5823,12.637,0.38816,-0.1333,0.99065,-4.6555
2987.2,-0.7447,-0.13149,-8.5833,12.643,0.36933,-0.14281,0.69827,-4.7795
2989.2,-0.74341,-0.10331,-8.5843,12.644,0.37208,0.22279,0.90809,-4.7026
2991.1,-0.74249,-0.12217,-8.5852,12.645,0.34092,-0.11223,0.88603,-4.6111
2993,-0.74142,-0.11626,-8.5861,12.638,0.33859,0.086274,0.84332,-4.6189
2994.9,-0.74042,-0.11943,-8.5871,12.63,0.34992,0.068782,0.87653,-4.7217
2996.9,-0.73949,-0.12475,-8.588,12.625,0.35331,-0.12166,0.87755,-4.7335
2998.8,-0.73844,-0.11733,-8.589,12.622,0.34628,0.19133,0.78164,-4.5709
3000.7,-0.73748,-0.12156,-8.59,12.616,0.32207,0.24922,0.8452,-4.5818
3002.6,-0.73669,-0.13639,-8.591,12.604,0.3221,0.10797,0.97698,-4.6495
3004.5,-0.73609,-0.15528,-8.5922,12.592,0.39245,0.074298,0.81226,-4.5954
3006.5,-0.73538,-0.15479,-8.5934,12.599,0.37515,-0.21602,0.71426,-4.5452
3008.4,-0.7343,-0.1246,-8.5945,12.602,0.39456,0.11837,0.72407,-4.7578
3010.3,-0.73329,-0.11787,-8.5955,12.609,0.40306,-0.19992,0.80074,-4.5786
3012.3,-0.73207,-0.098093,-8.5964,12.62,0.39905,-0.2496,0.73369,-4.5972
3014.2,-0.73056,-0.068131,-8.597,12.628,0.40729,-0.05571,0.97007,-4.7706
3016.1,-0.72933,-0.075864,-8.5976,12.64,0.40509,-0.029434,0.99326,-4.5809
3018,-0.72822,-0.088275,-8.5983,12.65,0.36468,0.15933,0.7492,-4.7767
3020,-0.72703,-0.087645,-8.599,12.649,0.36172,0.16331,0.71463,-4.6114
3021.9,-0.7258,-0.084142,-8.5996,12.648,0.39387,0.045179,0.74248,-4.6592
3023.8,-0.7245,-0.075585,-8.6003,12.655,0.4141,-0.00019559,0.82967,-4.6592
3025.7,-0.72322,-0.073218,-8.6009,12.668,0.3319,0.048011,0.75814,-4.6335
3027.7,-0.72187,-0.066841,-8.6014,12.658,0.41165,-0.085904,0.77417,-4.6663
3029.6,-0.72039,-0.053166,-8.6019,12.67,0.40368,-0.066684,0.91222,-4.582
3031.5,-0.71903,-0.055572,-8.6024,12.68,0.35875,0.0056202,0.9576,-4.5915
3033.4,-0.71782,-0.067708,-8.6029,12.677,0.37672,0.097248,1.0147,-4.6719
3035.3,-0.71686,-0.091896,-8.6035,12.679,0.39359,-0.038096,0.81548,-4.6818
3037.3,-0.71572,-0.086107,-8.6042,12.686,0.34691,-0.20041,0.82471,-4.5771
3039.2,-0.71441,-0.070655,-8.6048,12.68,0.36254,-0.12938,0.85049,-4.6903
3041.1,-0.71309,-0.062657,-8.6054,12.679,0.31833,0.16575,0.75908,-4.5547
3043,-0.71184,-0.065541,-8.6059,12.665,0.36742,0.12426,0.8504,-4.6072
3045,-0.71071,-0.075143,-8.6064,12.665,0.34941,0.035868,0.74944,-4.6724
3046.9,-0.70945,-0.068163,-8.607,12.66,0.34336,0.12794,0.69577,-4.7687
3048.8,-0.70815,-0.061768,-8.6075,12.653,0.3701,0.12362,0.99413,-4.7778
3050.7,-0.70721,-0.086338,-8.6081,12.654,0.34267,0.039276,0.79537,-4.6053
3052.6,-0.70614,-0.084808,-8.6088,12.647,0.34798,-0.16859,0.7836,-4.6103
3054.6,-0.70486,-0.068087,-8.6094,12.642,0.35506,-0.23598,0.90551,-4.7299
3056.5,-0.70358,-0.059471,-8.6099,12.639,0.4043,0.13104,0.74479,-4.6738
3058.4,-0.70233,-0.059205,-8.6104,12.649,0.36588,0.19668,0.86463,-4.6821
3060.3,-0.7013,-0.075986,-8.6109,12.648,0.34731,0.043945,0.89504,-4.5903
3062.2,-0.70033,-0.085821,-8.6116,12.643,0.40438,-0.14405,0.71563,-4.561
3064.2,-0.69904,-0.064333,-8.6122,12.653,0.4083,-0.032923,0.78863,-4.5792
3066.1,-0.69778,-0.058163,-8.6127,12.664,0.39499,-0.1823,0.73751,-4.6819
3068,-0.69628,-0.036487,-8.6131,12.672,0.37361,-0.049739,0.72828,-4.6689
3070,-0.69473,-0.02309,-8.6133,12.673,0.39274,-0.011853,0.95962,-4.5736
3071.9,-0.69344,-0.036797,-8.6135,12.68,0.39676,0.19457,0.82851,-4.669
3073.8,-0.69225,-0.050662,-8.6139,12.688,0.34612,0.10232,0.70704,-4.7887
3075.7,-0.69093,-0.045416,-8.6143,12.682,0.35931,-0.21658,0.80924,-4.6443
3077.6,-0.68946,-0.029707,-8.6146,12.679,0.36991,0.089478,0.85272,-4.6021
3079.6,-0.68819,-0.039544,-8.6148,12.68,0.38663,0.14025,0.88369,-4.5847
3081.5,-0.6871,-0.056163,-8.6152,12.685,0.36777,0.098406,0.89329,-4.5744
3083.4,-0.68612,-0.071005,-8.6157,12.685,0.35833,0.012908,0.99009,-4.7926
3085.3,-0.68533,-0.08973,-8.6164,12.682,0.36408,0.23416,0.94733,-4.7736
3087.2,-0.68482,-0.119,-8.6172,12.681,0.36541,-0.16792,0.76794,-4.5529
3089.1,-0.68396,-0.10272,-8.6181,12.68,0.40807,0.056399,0.92226,-4.7856
3091,-0.68338,-0.11739,-8.619,12.691,0.39078,0.11147,0.97058,-4.7298
3092.9,-0.68303,-0.14094,-8.62,12.697,0.32505,0.0055787,0.72318,-4.6172
3094.9,-0.68244,-0.13167,-8.6211,12.685,0.35318,-0.1551,0.92755,-4.6347
3096.8,-0.68193,-0.13291,-8.6222,12.681,0.31529,-0.19272,0.86722,-4.6612
3098.7,-0.68132,-0.12529,-8.6232,12.666,0.34132,-0.12662,0.71393,-4.5813
3100.6,-0.6805,-0.10642,-8.6241,12.659,0.39732,-0.24422,1.0134,-4.6948
3102.6,-0.67985,-0.11075,-8.625,12.667,0.38307,0.1882,0.70839,-4.6835
3104.5,-0.67918,-0.1126,-8.6259,12.671,0.33407,0.1852,0.83636,-4.5859
3106.4,-0.67871,-0.12785,-8.6269,12.662,0.32861,0.24447,0.72169,-4.7124
3108.3,-0.67825,-0.13485,-8.6279,12.651,0.33198,0.18167,0.69844,-4.6001
3110.2,-0.67776,-0.13543,-8.629,12.641,0.39702,0.10041,0.78004,-4.6075
3112.1,-0.67733,-0.13905,-8.6301,12.65,0.3847,-0.14107,0.76435,-4.6159
3114.1,-0.67671,-0.1247,-8.6311,12.654,0.364,-0.067987,0.91858,-4.6068
3116,-0.67625,-0.13152,-8.6322,12.653,0.36446,-0.10961,0.74589,-4.5826
3117.9,-0.67558,-0.11758,-8.6332,12.653,0.34411,-0.088607,0.96042,-4.7124
3119.8,-0.67512,-0.12729,-8.6341,12.646,0.3273,0.24055,1.0061,-4.7417
3121.7,-0.67508,-0.16397,-8.6353,12.635,0.33737,-0.19245,0.82362,-4.6858
3123.7,-0.67471,-0.15227,-8.6366,12.627,0.41454,-0.069531,0.81012,-4.6089
3125.6,-0.67434,-0.14773,-8.6378,12.64,0.32859,-0.12369,0.69819,-4.778
3127.5,-0.67374,-0.12755,-8.6389,12.63,0.35157,-0.012977,0.99076,-4.701
3129.4,-0.67348,-0.14569,-8.64,12.625,0.4035,0.010319,0.78646,-4.7333
3131.3,-0.67311,-0.14396,-8.6411,12.635,0.33454,-0.014562,0.76684,-4.6514
3133.3,-0.67267,-0.13872,-8.6422,12.627,0.37486,0.077861,0.99456,-4.5554
3135.2,-0.67259,-0.16375,-8.6435,12.629,0.35105,0.22533,0.97107,-4.6319
3137.1,-0.6728,-0.19603,-8.6449,12.624,0.3362,-0.0032011,0.88539,-4.7296
3139,-0.67296,-0.20355,-8.6465,12.616,0.3723,0.19088,0.78598,-4.7772
3140.9,-0.67319,-0.21367,-8.6482,12.618,0.36022,-0.056949,0.81434,-4.736
3142.8,-0.67334,-0.21,-8.6499,12.616,0.35111,0.22826,0.85409,-4.7889
3144.7,-0.67375,-0.22966,-8.6516,12.612,0.37734,-0.16639,0.8754,-4.5779
3146.7,-0.67402,-0.22514,-8.6534,12.615,0.36294,-0.15946,0.72783,-4.6742
3148.6,-0.67405,-0.20549,-8.6552,12.614,0.32049,0.013377,0.87336,-4.7415
3150.5,-0.67427,-0.21266,-8.6568,12.601,0.38166,-0.070902,0.80083,-4.7043
3152.5,-0.67438,-0.20657,-8.6585,12.606,0.34654,-0.0064938,0.89136,-4.6902
3154.4,-0.67462,-0.21433,-8.6602,12.6,0.36341,0.069408,0.88743,-4.6725
3156.3,-0.67498,-0.22679,-8.662,12.6,0.35961,0.069415,0.89149,-4.7148
3158.2,-0.67544,-0.23949,-8.6638,12.598,0.37558,-0.049492,0.84388,-4.7122
3160.1,-0.67584,-0.23907,-8.6657,12.6,0.34309,0.08402,0.94221,-4.6194
3162,-0.67648,-0.2581,-8.6677,12.594,0.33518,-0.038286,0.75673,-4.6104
3164,-0.6769,-0.24937,-8.6698,12.586,0.41416,-0.21394,0.9408,-4.7896
3165.9,-0.67736,-0.24758,-8.6717,12.599,0.41338,0.061264,0.86845,-4.5547
3167.8,-0.67794,-0.25731,-8.6738,12.612,0.32679,-0.18707,0.90945,-4.7531
3169.7,-0.67844,-0.25399,-8.6758,12.601,0.37041,-0.24279,0.78519,-4.6007
3171.7,-0.67869,-0.23421,-8.6778,12.603,0.36094,-0.021583,0.79943,-4.6887
3173.6,-0.67899,-0.23077,-8.6796,12.601,0.31843,0.24018,0.80707,-4.6041
3175.5,-0.67949,-0.246,-8.6815,12.588,0.33957,0.18602,0.79424,-4.6
3177.5,-0.68005,-0.2561,-8.6835,12.581,0.39635,0.022785,1.0171,-4.6561
3179.4,-0.68085,-0.27819,-8.6857,12.589,0.35726,0.24144,0.71061,-4.6433
3181.3,-0.68158,-0.28294,-8.6879,12.587,0.39387,0.19693,1.0211,-4.6776
3183.2,-0.68274,-0.3169,-8.6903,12.595,0.33168,-0.10136,1.0199,-4.7246
3185.1,-0.68391,-0.33018,-8.6929,12.586,0.41089,0.10406,0.96414,-4.66
3187,-0.68528,-0.3515,-8.6956,12.598,0.39971,-0.15824,0.87906,-4.7456
3189,-0.68646,-0.34578,-8.6984,12.607,0.41427,-0.23201,0.93271,-4.6361
3190.9,-0.6876,-0.34079,-8.7012,12.62,0.34028,-0.0036836,1.0218,-4.7491
3192.8,-0.68902,-0.36022,-8.704,12.613,0.37829,0.13916,0.98093,-4.6233
3194.7,-0.69064,-0.38508,-8.707,12.617,0.35823,-0.18805,0.70587,-4.7389
3196.7,-0.69179,-0.35859,-8.7099,12.614,0.36965,-0.24895,0.78806,-4.5704
3198.6,-0.69279,-0.3369,-8.7127,12.615,0.41064,0.15037,0.93319,-4.6687
3200.6,-0.69415,-0.35716,-8.7155,12.627,0.32733,-0.060693,0.69782,-4.6038
3202.5,-0.69515,-0.33848,-8.7183,12.617,0.34474,-0.069385,1.0169,-4.5628
3204.4,-0.69644,-0.35258,-8.721,12.611,0.38502,0.16952,0.87581,-4.7898
3206.4,-0.69784,-0.36744,-8.7239,12.616,0.3254,0.11055,0.97828,-4.5949
3208.3,-0.69944,-0.3892,-8.7269,12.604,0.31693,0.18272,0.94938,-4.7735
3210.2,-0.70122,-0.41219,-8.7301,12.591,0.34054,0.10057,0.89355,-4.6572
3212.1,-0.70302,-0.42376,-8.7335,12.584,0.38418,-0.064789,0.99211,-4.7008
3214.1,-0.70491,-0.4341,-8.7369,12.589,0.36268,0.1358,0.88236,-4.5579
3216,-0.70687,-0.44661,-8.7404,12.588,0.34689,0.061451,0.98022,-4.7263
3217.9,-0.709,-0.4637,-8.7441,12.583,0.35951,0.20952,0.92212,-4.6864
3219.9,-0.71129,-0.48453,-8.7479,12.582,0.36241,0.020724,0.86355,-4.5528
3221.8,-0.7135,-0.48643,-8.7518,12.581,0.32232,-0.031595,0.78479,-4.6408
3223.8,-0.71555,-0.47616,-8.7556,12.569,0.32421,0.004789,0.88145,-4.5534
3225.7,-0.71767,-0.47845,-8.7594,12.558,0.4051,-0.096299,0.74291,-4.6608
3227.6,-0.71952,-0.459,-8.7632,12.569,0.39311,-0.15048,0.87275,-4.7645
3229.6,-0.72134,-0.44911,-8.7668,12.577,0.3528,-0.17265,0.72528,-4.616
3231.6,-0.72285,-0.4225,-8.7703,12.573,0.3586,-0.19841,0.70656,-4.6066
3233.5,-0.72409,-0.39218,-8.7736,12.571,0.33951,0.02854,0.79931,-4.6627
3235.5,-0.72541,-0.38678,-8.7767,12.564,0.38023,-0.025625,0.83993,-4.5628
3237.4,-0.72669,-0.38205,-8.7798,12.568,0.3218,-0.18146,0.88922,-4.7156
3239.4,-0.72786,-0.37149,-8.7828,12.557,0.39332,0.14657,0.98121,-4.5761
3241.3,-0.72935,-0.39293,-8.7858,12.564,0.34512,-0.024332,0.88291,-4.6257
3243.3,-0.73071,-0.39221,-8.789,12.559,0.39919,-0.08174,0.91268,-4.6686
3245.2,-0.73206,-0.39048,-8.7921,12.568,0.38587,0.12643,0.85046,-4.6857
3247.2,-0.73347,-0.39617,-8.7952,12.574,0.34202,-0.026634,0.8936,-4.7295
3249.1,-0.73485,-0.39575,-8.7984,12.568,0.36002,0.17025,0.94885,-4.7181
3251,-0.73645,-0.41429,-8.8017,12.566,0.36878,0.061027,0.93687,-4.693
3253,-0.73809,-0.424,-8.805,12.568,0.41296,0.098275,0.93739,-4.7418
3254.9,-0.73983,-0.43597,-8.8084,12.581,0.38284,0.077345,0.98163,-4.6365
3256.9,-0.74169,-0.45113,-8.812,12.585,0.38227,-0.18524,0.89259,-4.6672
3258.8,-0.74332,-0.43891,-8.8156,12.59,0.3339,0.046387,0.86782,-4.7834
3260.8,-0.745,-0.43942,-8.8191,12.581,0.39688,0.22479,0.97822,-4.6069
3262.7,-0.74698,-0.46371,-8.8227,12.59,0.35716,-0.20562,0.88735,-4.6018
3264.7,-0.74865,-0.44911,-8.8263,12.588,0.326,0.0081697,0.88487,-4.6487
3266.7,-0.75037,-0.4485,-8.8299,12.577,0.4056,-0.12195,0.84898,-4.7299
3268.6,-0.75192,-0.435,-8.8335,12.588,0.33576,-0.16408,0.73333,-4.6523
3270.6,-0.75315,-0.40666,-8.8368,12.58,0.34891,-0.071451,0.92368,-4.5973
3272.6,-0.7545,-0.40455,-8.8401,12.575,0.3367,0.13128,0.7561,-4.5931
3274.5,-0.75576,-0.39855,-8.8433,12.567,0.35173,-0.23105,0.96637,-4.6424
3276.5,-0.75696,-0.38977,-8.8464,12.564,0.37854,-0.16079,0.99797,-4.6588
3278.5,-0.75818,-0.38891,-8.8495,12.567,0.40161,-0.13325,0.76121,-4.7465
3280.4,-0.75909,-0.36492,-8.8526,12.577,0.32171,0.13202,0.97416,-4.7147
3282.4,-0.76031,-0.38117,-8.8555,12.565,0.33935,-0.13772,0.85455,-4.5978
3284.4,-0.76127,-0.36673,-8.8585,12.558,0.36168,0.21695,0.97669,-4.6988
3286.3,-0.76257,-0.38879,-8.8616,12.558,0.40079,0.16322,0.80454,-4.6987
3288.3,-0.76376,-0.38902,-8.8647,12.568,0.39426,0.16702,0.8328,-4.7357
3290.2,-0.76498,-0.39225,-8.8678,12.576,0.37692,-0.042793,0.95392,-4.5477
3292.2,-0.76622,-0.39418,-8.8709,12.579,0.34843,-0.16388,0.96271,-4.6731
3294.2,-0.76737,-0.38843,-8.8741,12.574,0.37108,-0.066944,1.0266,-4.6151
3296.1,-0.76864,-0.39592,-8.8772,12.576,0.3537,-0.21232,1.026,-4.7275
3298.1,-0.76984,-0.39312,-8.8804,12.573,0.32237,-0.016152,0.87797,-4.7278
3300.1,-0.77097,-0.38804,-8.8835,12.561,0.34681,0.090361,0.95571,-4.7613
3302,-0.77226,-0.39811,-8.8866,12.556,0.3539,-0.05169,0.97819,-4.7925
3304,-0.77352,-0.40068,-8.8898,12.553,0.40639,0.2116,0.76091,-4.7197
3306,-0.77472,-0.3984,-8.893,12.564,0.39188,-0.06392,0.73957,-4.6149
3308,-0.77563,-0.37536,-8.8961,12.572,0.32771,-0.13692,1.0127,-4.7684
3309.9,-0.77667,-0.37555,-8.8991,12.562,0.37687,0.089246,0.77648,-4.7428
3311.9,-0.77757,-0.36635,-8.9021,12.565,0.36272,-0.20282,0.72882,-4.7649
3313.9,-0.77809,-0.33233,-8.9049,12.564,0.36031,0.058959,1.0056,-4.5704
3315.9,-0.77893,-0.34538,-8.9076,12.563,0.36591,0.16055,0.82146,-4.679
3317.8,-0.77971,-0.34573,-8.9104,12.563,0.35164,0.22304,0.86669,-4.6385
3319.8,-0.7806,-0.35503,-8.9132,12.56,0.3786,0.24346,0.73601,-4.6563
3321.8,-0.78139,-0.35191,-8.916,12.563,0.41233,-0.088736,0.99094,-4.6852
3323.8,-0.78223,-0.35277,-8.9188,12.576,0.41357,0.13971,0.89836,-4.5907
3325.7,-0.78313,-0.35953,-8.9217,12.59,0.3853,-0.11531,0.77817,-4.6922
3327.7,-0.78371,-0.33617,-8.9244,12.595,0.33623,0.12571,0.98466,-4.6399
3329.7,-0.78458,-0.35081,-8.9272,12.587,0.36833,-0.24133,0.95421,-4.7188
3331.7,-0.78522,-0.33711,-8.9299,12.588,0.40184,0.20817,0.82911,-4.7614
3333.7,-0.78594,-0.34068,-8.9327,12.598,0.39565,-0.065156,0.81817,-4.7331
3335.6,-0.78645,-0.32458,-8.9353,12.606,0.39249,-0.1622,0.86222,-4.7704
3337.6,-0.78681,-0.30645,-8.9378,12.613,0.39021,-0.13009,0.93211,-4.6787
3339.6,-0.78715,-0.29802,-8.9403,12.62,0.32274,-0.043964,0.84052,-4.6966
3341.6,-0.78737,-0.28582,-8.9426,12.608,0.3186,-0.079775,0.89415,-4.6192
3343.6,-0.78754,-0.27699,-8.9448,12.595,0.41131,0.10309,0.81424,-4.6173
3345.6,-0.78768,-0.27221,-8.947,12.607,0.344,-0.24787,0.70147,-4.685
3347.6,-0.78733,-0.23179,-8.9491,12.601,0.32388,-0.1593,1.0152,-4.7084
3349.5,-0.78717,-0.23025,-8.9509,12.589,0.39464,0.24366,0.98172,-4.6438
3351.5,-0.7873,-0.25264,-8.9528,12.597,0.33734,-0.099527,0.79055,-4.7311
3353.5,-0.78705,-0.23156,-8.9548,12.59,0.37568,-0.16033,1.0148,-4.6093
3355.5,-0.7869,-0.23013,-8.9566,12.592,0.36561,-0.11342,0.71296,-4.6624
3357.5,-0.78636,-0.2003,-8.9583,12.592,0.39126,-0.17402,0.69944,-4.6291
3359.5,-0.78552,-0.16521,-8.9598,12.599,0.41373,-0.13214,0.9797,-4.6289
3361.5,-0.78484,-0.16242,-8.9611,12.612,0.31728,-0.042476,0.98604,-4.5891
3363.4,-0.78423,-0.16652,-8.9624,12.599,0.32878,-0.21169,0.98093,-4.7239
3365.4,-0.7835,-0.1584,-8.9637,12.589,0.34097,-0.16176,0.90512,-4.6503
3367.4,-0.78265,-0.14601,-8.965,12.582,0.37577,-0.0763,0.95376,-4.6375
3369.4,-0.78185,-0.14464,-8.9661,12.585,0.38761,0.15305,0.85953,-4.7608
3371.4,-0.78111,-0.14878,-8.9673,12.591,0.3654,0.24068,0.77341,-4.7512
3373.4,-0.78036,-0.14994,-8.9685,12.591,0.36937,0.11753,0.7611,-4.7031
3375.4,-0.7795,-0.14165,-8.9696,12.592,0.38153,-0.18001,0.77395,-4.5858
3377.3,-0.77836,-0.11493,-8.9707,12.596,0.41372,0.046619,0.85707,-4.646
3379.3,-0.77732,-0.11232,-8.9716,12.609,0.37258,-0.056125,0.85973,-4.6101
3381.3,-0.77618,-0.10323,-8.9724,12.611,0.39892,-0.19378,0.85765,-4.6027
3383.3,-0.77487,-0.084765,-8.9732,12.62,0.35002,-0.11395,0.86747,-4.6204
