#for_spe,AofA,pit_rate,pitch,throt,com_thr,diff_ele,sym_ele,sym_flap
431.57,-1.0546,0.117,-3.8443,16.913,0.60664,4.1516,0.096381,-5.9527
432.49,-1.0505,-0.055337,-3.8441,16.945,0.52255,-1.9937,1.4943,-3.6451
433.53,-1.0446,0.037868,-3.8441,16.953,0.51636,4.6829,0.57195,-5.9654
434.41,-1.0423,-0.22064,-3.8449,16.96,0.42338,1.9332,-0.20534,-4.1982
435.42,-1.0387,-0.21478,-3.8466,16.941,0.4403,-2.2258,0.47851,-6.5576
436.52,-1.0325,0.0057048,-3.8474,16.926,0.37907,-2.5044,0.39769,-6.238
437.64,-1.0243,0.2512,-3.8464,16.895,0.5306,-4.6947,0.76189,-3.9767
438.8,-1.0129,0.60025,-3.843,16.906,0.45278,3.9712,-0.072645,-6.3034
439.73,-1.0049,0.45215,-3.8388,16.896,0.5631,-4.2716,0.51839,-6.0328
440.89,-0.99204,0.79943,-3.8338,16.916,0.4809,2.0754,2.2648,-3.834
441.74,-0.98429,0.52765,-3.8285,16.913,0.36761,-4.7758,0.32199,-3.4716
442.92,-0.97031,0.92177,-3.8227,16.879,0.56188,-3.4987,0.7946,-3.7371
444.03,-0.95505,1.1776,-3.8143,16.899,0.46761,-1.3882,-0.27485,-2.8937
445.13,-0.93815,1.3977,-3.804,16.892,0.48254,-3.5751,-0.40253,-3.0825
446.29,-0.91764,1.7768,-3.7913,16.89,0.52088,0.21971,1.8249,-4.0531
447.21,-0.90055,1.6651,-3.7775,16.898,0.42027,0.90016,0.96983,-2.9077
448.14,-0.88384,1.5929,-3.7645,16.879,0.57063,2.2349,1.8975,-5.1598
448.98,-0.8702,1.337,-3.7528,16.901,0.36937,0.31471,-0.5855,-3.0838
450.01,-0.85361,1.4655,-3.7416,16.868,0.4658,-4.2999,0.2124,-3.909
451.14,-0.83338,1.8225,-3.7284,16.861,0.49594,-3.1428,0.66444,-2.7042
452.2,-0.81208,2.0478,-3.7129,16.863,0.43603,-0.70863,1.3576,-3.1826
453.14,-0.79215,2.034,-3.6966,16.848,0.52482,-4.908,0.21951,-5.8035
454.27,-0.76736,2.4267,-3.6787,16.858,0.48405,-1.2016,0.43596,-5.2423
455.26,-0.74305,2.5405,-3.6589,16.856,0.37955,2.0393,-0.60067,-5.7287
456.19,-0.71928,2.5413,-3.6385,16.826,0.39333,-0.18154,1.3902,-5.1202
457.08,-0.69657,2.4809,-3.6184,16.8,0.57814,2.9432,-0.40693,-4.495
457.96,-0.6746,2.3933,-3.599,16.825,0.4206,-0.73718,2.1594,-5.6616
458.81,-0.65396,2.2877,-3.5802,16.806,0.57894,4.7492,-0.45138,-5.2271
459.62,-0.63523,2.0807,-3.5628,16.831,0.50788,0.61852,0.6331,-5.5611
460.5,-0.61632,2.0398,-3.5463,16.836,0.40372,4.7631,1.868,-5.9293
461.17,-0.60303,1.5887,-3.5318,16.813,0.39112,0.78662,1.7572,-4.8379
461.97,-0.58991,1.4166,-3.5197,16.786,0.41946,-1.2027,2.3222,-4.7695
462.81,-0.57734,1.3195,-3.5088,16.767,0.49831,1.1261,1.1432,-4.9563
463.63,-0.56593,1.1874,-3.4988,16.771,0.46743,-0.80094,1.2938,-6.4501
464.5,-0.55423,1.1725,-3.4893,16.765,0.46546,-0.67286,0.14144,-6.3965
465.43,-0.54123,1.268,-3.4796,16.759,0.44346,0.47936,1.5873,-6.2795
466.23,-0.53054,1.1327,-3.47,16.747,0.45116,-4.1559,-0.26288,-2.9557
467.29,-0.51455,1.4966,-3.4594,16.738,0.40961,-3.9737,1.6173,-3.6823
468.23,-0.49857,1.6503,-3.4468,16.717,0.50329,-2.475,-0.18495,-6.1019
469.21,-0.48023,1.8934,-3.4327,16.722,0.3661,3.5107,0.11714,-3.7554
469.98,-0.46553,1.6922,-3.4183,16.689,0.49946,4.6288,0.97511,-6.2328
470.67,-0.45463,1.3304,-3.4062,16.693,0.42697,2.1965,2.0172,-4.513
471.37,-0.44606,1.0214,-3.3968,16.677,0.39778,1.1523,1.7145,-3.2765
472.12,-0.43869,0.81256,-3.3895,16.653,0.48852,-1.5878,1.487,-5.7556
472.97,-0.4304,0.81826,-3.383,16.655,0.42411,-4.6467,2.1693,-4.5471
473.87,-0.42052,0.95639,-3.3759,16.638,0.58642,-1.634,0.11152,-5.9002
474.79,-0.40927,1.1065,-3.3676,16.667,0.48044,-0.58946,-0.62792,-6.2753
475.72,-0.39676,1.2621,-3.3581,16.666,0.39056,4.1759,0.19524,-5.8766
476.44,-0.38824,1.0066,-3.3491,16.64,0.43512,-1.8649,-0.35404,-2.8841
477.38,-0.37597,1.2112,-3.3402,16.627,0.42497,2.9245,1.323,-4.2966
478.07,-0.36851,0.91752,-3.3317,16.611,0.51462,-0.79838,1.5214,-5.6724
478.87,-0.36058,0.85854,-3.3246,16.62,0.45339,1.8878,-0.43409,-3.5114
479.69,-0.35268,0.81673,-3.3179,16.612,0.55928,0.37282,-0.11966,-5.8668
480.54,-0.34434,0.84896,-3.3112,16.633,0.37756,4.4675,0.38208,-4.0684
481.23,-0.33992,0.54705,-3.3056,16.604,0.5238,-4.5093,-0.50403,-3.8637
482.25,-0.32917,0.94545,-3.2997,16.615,0.52617,-0.83361,0.36959,-5.7408
483.11,-0.31965,1.0051,-3.2919,16.627,0.45485,-4.4235,2.1982,-5.7285
483.97,-0.30927,1.1156,-3.2834,16.619,0.42442,3.1305,0.13131,-4.9197
484.7,-0.30152,0.92742,-3.2752,16.603,0.47624,1.0724,-0.62097,-3.8108
485.54,-0.29254,0.95468,-3.2677,16.602,0.59097,0.93143,-0.56626,-5.4865
486.38,-0.28336,0.98825,-3.2599,16.632,0.48731,2.8983,1.317,-6.1999
487.04,-0.27825,0.69273,-3.2532,16.633,0.51211,2.8129,-0.11403,-6.4284
487.79,-0.27342,0.55353,-3.2482,16.641,0.4329,-3.7179,0.36502,-6.0276
488.72,-0.26493,0.80557,-3.2427,16.627,0.4415,-2.0365,-0.13056,-3.4316
489.62,-0.25525,0.98813,-3.2356,16.616,0.59787,-0.5502,0.0047541,-6.1153
490.46,-0.24561,1.0598,-3.2274,16.647,0.42138,4.3401,1.7275,-6.2888
491.04,-0.24196,0.62001,-3.2207,16.63,0.57887,-4.2493,0.99591,-6.2229
491.94,-0.2336,0.83916,-3.2148,16.656,0.38763,-0.63248,0.001712,-5.2089
492.78,-0.22521,0.91335,-3.2078,16.63,0.4471,1.1525,1.8335,-5.9757
493.45,-0.22034,0.67611,-3.2015,16.62,0.54062,4.3888,-0.066631,-3.0326
494.13,-0.21742,0.41252,-3.1971,16.636,0.49013,-0.39832,0.43792,-2.7879
494.93,-0.21329,0.4206,-3.1938,16.638,0.56957,-4.7826,1.5055,-3.7198
495.81,-0.20696,0.61547,-3.1896,16.662,0.57555,-1.2566,0.22724,-2.7866
496.65,-0.20031,0.70163,-3.1844,16.687,0.4647,-1.7213,1.5037,-2.7948
497.43,-0.19441,0.68505,-3.1788,16.681,0.44272,4.7829,1.7237,-5.8598
497.98,-0.19441,0.21132,-3.1752,16.67,0.47394,4.8299,1.6063,-4.3667
498.54,-0.19802,-0.25433,-3.1754,16.667,0.59686,1.7603,-0.4756,-4.8983
499.33,-0.19979,-0.29156,-3.1776,16.698,0.48154,4.0412,1.0631,-3.1574
499.95,-0.20589,-0.64693,-3.1813,16.697,0.40302,2.5894,0.12179,-4.1015
500.67,-0.21223,-0.80168,-3.1871,16.675,0.44705,-0.99924,0.20167,-6.3226
501.51,-0.21684,-0.71598,-3.1932,16.664,0.56753,-1.1231,1.3901,-3.6268
502.29,-0.22231,-0.75141,-3.1991,16.687,0.38842,3.697,1.1039,-5.1536
502.93,-0.23164,-1.0792,-3.2064,16.661,0.40717,-1.7973,0.23609,-5.1477
503.8,-0.2377,-0.94239,-3.2145,16.64,0.52799,-3.572,1.4781,-6.3331
504.66,-0.24288,-0.81253,-3.2215,16.652,0.48187,-2.993,0.41887,-5.6827
505.56,-0.24602,-0.61278,-3.2272,16.652,0.5102,0.29627,0.4308,-3.6242
506.36,-0.25033,-0.64172,-3.2322,16.659,0.52147,-3.7057,1.224,-4.6645
507.24,-0.25261,-0.47988,-3.2367,16.669,0.54272,-2.2462,1.0175,-4.3272
508.09,-0.25453,-0.39645,-3.2402,16.685,0.44433,-2.1631,1.6113,-5.6385
508.9,-0.25668,-0.37802,-3.2433,16.674,0.48893,3.4897,0.95777,-3.5096
509.57,-0.26249,-0.67823,-3.2475,16.676,0.40337,-2.0208,1.9095,-2.8644
510.36,-0.26733,-0.70426,-3.2531,16.653,0.5531,-0.026428,2.1659,-4.1664
511.08,-0.27437,-0.88867,-3.2594,16.672,0.56969,4.5903,0.18556,-3.1442
511.77,-0.28392,-1.1795,-3.2677,16.696,0.52663,-4.54,2.222,-3.3114
512.64,-0.29089,-1.0623,-3.2767,16.707,0.4044,3.5853,2.1558,-2.8591
513.25,-0.30359,-1.4888,-3.2869,16.685,0.42504,3.3178,-0.045683,-4.1211
514,-0.31627,-1.6618,-3.2995,16.669,0.46802,-1.1894,2.0939,-5.0367
514.78,-0.32943,-1.7489,-3.3131,16.664,0.53541,-1.5934,-0.25836,-6.5178
515.71,-0.33958,-1.5586,-3.3264,16.678,0.54403,3.5288,2.01,-5.0475
516.36,-0.3556,-1.9543,-3.3404,16.695,0.47025,0.13699,1.0122,-6.0129
517.17,-0.3704,-2.0111,-3.3563,16.691,0.5142,-4.5467,1.9446,-2.7405
518.09,-0.38294,-1.8533,-3.3717,16.699,0.53418,0.65897,0.91033,-3.3568
518.91,-0.39707,-1.9381,-3.3869,16.712,0.46209,3.3437,0.9424,-2.9884
519.64,-0.41405,-2.2068,-3.4035,16.706,0.59376,-2.167,1.8434,-3.6366
520.51,-0.42969,-2.1923,-3.4211,16.736,0.4179,-2.1082,1.1299,-3.5344
521.42,-0.44416,-2.1061,-3.4383,16.717,0.48276,1.6367,-0.22438,-4.1811
522.29,-0.4591,-2.1297,-3.4552,16.716,0.46494,0.2717,1.8004,-3.8075
523.09,-0.4758,-2.2712,-3.4728,16.711,0.51285,2.5766,1.1042,-3.1445
523.87,-0.49447,-2.4952,-3.4919,16.718,0.44911,-0.68526,-0.44198,-3.743
524.85,-0.50989,-2.333,-3.5112,16.708,0.38336,0.44783,1.1706,-4.349
525.7,-0.52712,-2.4136,-3.5302,16.68,0.45913,0.91213,-0.1946,-3.202
526.63,-0.54336,-2.3836,-3.5494,16.673,0.59321,-2.6237,1.0702,-5.0255
527.6,-0.55807,-2.2409,-3.5679,16.703,0.37149,-0.63588,1.4392,-4.3852
528.49,-0.57373,-2.2717,-3.5859,16.672,0.42805,1.3042,1.5731,-3.6069
529.32,-0.59134,-2.4476,-3.6048,16.657,0.46753,4.6417,0.18755,-3.2175
530.13,-0.61107,-2.7031,-3.6254,16.652,0.3957,-2.1028,0.93161,-3.8941
531.12,-0.62808,-2.5754,-3.6465,16.628,0.59853,3.2928,1.8414,-5.8122
531.89,-0.64974,-2.9024,-3.6685,16.66,0.4065,1.2776,1.3996,-6.2974
532.76,-0.67152,-3.0424,-3.6922,16.638,0.44393,-0.31607,1.2286,-2.8092
533.71,-0.6927,-3.0612,-3.7166,16.628,0.52613,2.228,0.9546,-6.5914
534.59,-0.71562,-3.2134,-3.7417,16.64,0.56905,1.1185,-0.27202,-3.01
535.58,-0.73696,-3.1671,-3.7673,16.663,0.45035,1.0213,2.25,-4.9
536.45,-0.76122,-3.3714,-3.7934,16.654,0.49342,-1.1088,0.28574,-2.7372
537.51,-0.78242,-3.2279,-3.8198,16.657,0.59093,-0.25418,0.79807,-3.3106
538.51,-0.80377,-3.1929,-3.8455,16.686,0.53156,-2.7747,1.9547,-3.8225
539.54,-0.82421,-3.105,-3.8707,16.699,0.56888,1.1479,2.1776,-5.9732
540.44,-0.84741,-3.2996,-3.8963,16.722,0.45634,-3.882,1.2272,-3.2868
541.57,-0.86646,-3.0572,-3.9218,16.714,0.60305,4.8656,-0.59144,-3.564
542.52,-0.88825,-3.2155,-3.9468,16.746,0.4211,0.00152,0.18943,-4.8065
543.59,-0.90817,-3.1206,-3.9722,16.728,0.4911,4.7608,1.9906,-6.0108
544.42,-0.93368,-3.5316,-3.9988,16.73,0.60371,-3.9321,0.93428,-4.5905
545.59,-0.95353,-3.2427,-4.0259,16.762,0.53425,4.4068,0.47246,-6.3407
546.54,-0.9773,-3.4656,-4.0527,16.775,0.55425,-3.2465,1.3796,-3.3124
547.68,-0.99754,-3.2682,-4.0797,16.793,0.4081,4.8936,1.9478,-5.6511
548.54,-1.0237,-3.6748,-4.1074,16.771,0.38424,-1.7551,1.0692,-5.5115
549.68,-1.0461,-3.5357,-4.1363,16.743,0.55986,-1.8547,-0.27951,-6.2803
550.9,-1.0652,-3.246,-4.1634,16.763,0.40452,-1.6006,1.4146,-6.4448
552.02,-1.0846,-3.1492,-4.189,16.741,0.46536,0.65097,2.132,-5.435
553.05,-1.1059,-3.2802,-4.2147,16.735,0.43186,-1.7956,1.9856,-5.9738
554.16,-1.1259,-3.2265,-4.2407,16.72,0.46225,-1.865,2.1814,-4.307
555.28,-1.1455,-3.1903,-4.2664,16.714,0.41437,3.0108,0.40934,-3.194
556.35,-1.1664,-3.2996,-4.2924,16.694,0.60375,-4.9163,0.99218,-3.8332
557.64,-1.1821,-2.9295,-4.3173,16.727,0.50253,-2.7349,0.50891,-3.305
558.9,-1.196,-2.6577,-4.3396,16.732,0.47253,3.36,1.4341,-2.8962
559.92,-1.214,-2.8955,-4.3619,16.728,0.42657,3.524,1.8448,-2.9814
560.92,-1.2345,-3.1842,-4.3862,16.712,0.3847,4.2162,-0.62549,-5.9524
562.04,-1.2543,-3.2525,-4.4119,16.684,0.50657,-1.3504,0.51116,-5.0254
563.29,-1.2714,-3.0623,-4.4372,16.69,0.575,-2.6948,0.45006,-5.4864
564.59,-1.2857,-2.773,-4.4605,16.715,0.48984,0.58615,2.1613,-3.1384
565.69,-1.3027,-2.889,-4.4832,16.716,0.52856,-0.82808,0.46779,-6.2505
566.94,-1.317,-2.7238,-4.5056,16.728,0.36925,-2.4819,0.90714,-2.7713
568.23,-1.3291,-2.4992,-4.5265,16.696,0.43103,-4.3614,1.3922,-4.8657
569.55,-1.3385,-2.1934,-4.5453,16.681,0.41164,3.3808,-0.42153,-3.8138
570.73,-1.3494,-2.2249,-4.563,16.661,0.36533,-1.9195,1.7378,-5.9755
571.97,-1.359,-2.1172,-4.5803,16.628,0.51323,1.862,0.71607,-4.3284
573.14,-1.3695,-2.1618,-4.5975,16.637,0.45436,3.7827,-0.36925,-6.4412
574.32,-1.3803,-2.2175,-4.615,16.629,0.59608,2.8468,1.5615,-5.5351
575.43,-1.3934,-2.4118,-4.6335,16.66,0.42099,-3.3749,1.6178,-5.9446
576.74,-1.4028,-2.188,-4.6519,16.643,0.52518,3.3331,0.21548,-4.1807
577.92,-1.4141,-2.2755,-4.6697,16.654,0.45663,-1.3319,-0.080633,-5.6756
579.27,-1.4217,-2.0118,-4.6869,16.647,0.53055,-0.1195,1.1254,-6.1115
580.52,-1.4298,-1.9554,-4.7028,16.66,0.59393,4.32,-0.057052,-3.1466
581.69,-1.4395,-2.0818,-4.7189,16.69,0.52667,4.4045,0.10063,-3.5583
582.86,-1.4504,-2.2279,-4.7362,16.701,0.60711,4.6742,2.3163,-6.1998
583.9,-1.4657,-2.6161,-4.7555,16.735,0.5668,-3.1797,2.1952,-4.2589
585.22,-1.4772,-2.461,-4.7758,16.757,0.56225,3.6329,2.0535,-4.7004
586.32,-1.4929,-2.7508,-4.7967,16.778,0.38393,-4.4919,-0.28475,-5.4193
587.83,-1.5008,-2.2424,-4.8167,16.749,0.3945,-0.023806,0.64376,-5.3757
589.14,-1.5096,-2.1349,-4.8342,16.724,0.4384,1.5009,-0.52647,-3.4348
590.47,-1.5172,-2.0121,-4.8508,16.711,0.4518,-1.6921,-0.32408,-6.0683
591.9,-1.5214,-1.6886,-4.8656,16.702,0.57941,-0.32165,0.4838,-3.9179
593.24,-1.5252,-1.5477,-4.8785,16.728,0.46588,0.59679,0.32532,-3.5468
594.56,-1.5285,-1.4534,-4.8905,16.722,0.56197,1.5923,1.1333,-3.3719
595.81,-1.533,-1.5112,-4.9024,16.743,0.48383,-4.6709,0.77548,-3.4981
597.28,-1.5322,-1.1069,-4.9128,16.743,0.47181,-2.0938,-0.24531,-5.193
598.73,-1.5289,-0.76882,-4.9203,16.739,0.53432,3.763,2.1021,-2.6824
599.85,-1.5312,-1.079,-4.9277,16.752,0.57058,-0.68746,0.80116,-3.0913
601.2,-1.5304,-0.94988,-4.9358,16.775,0.46914,-3.0128,1.3892,-3.4337
602.59,-1.5274,-0.72469,-4.9425,16.77,0.44359,0.52851,1.2365,-4.9615
603.87,-1.5254,-0.7213,-4.9483,16.758,0.58028,-1.8204,1.6521,-6.3237
605.21,-1.5221,-0.5997,-4.9536,16.784,0.39948,-1.7823,-0.040482,-4.7386
606.64,-1.5154,-0.30831,-4.9572,16.759,0.60123,-4.0627,1.8879,-6.2906
608.03,-1.5073,-0.062487,-4.9587,16.791,0.60474,-0.7044,1.8723,-3.462
609.32,-1.5002,-0.050109,-4.9592,16.823,0.42041,1.5011,0.58239,-4.7679
610.6,-1.493,-0.05045,-4.9596,16.804,0.51609,4.0772,1.6967,-4.2904
611.74,-1.4895,-0.34306,-4.9612,16.812,0.50859,0.49776,1.569,-5.7138
613.01,-1.4853,-0.37619,-4.964,16.818,0.3857,3.367,0.67581,-3.4206
614.23,-1.4824,-0.51537,-4.9676,16.789,0.57801,2.058,1.1508,-5.0796
615.47,-1.4803,-0.61172,-4.9721,16.814,0.56805,3.3579,1.7705,-6.5645
616.63,-1.4808,-0.85734,-4.978,16.836,0.56537,-0.98758,0.16194,-5.6637
618.03,-1.4775,-0.64186,-4.984,16.857,0.48236,2.9341,0.11971,-5.3634
619.3,-1.4756,-0.68927,-4.9893,16.855,0.56385,2.9626,0.49074,-3.6833
620.56,-1.4747,-0.78079,-4.9952,16.875,0.46226,-1.6988,1.8102,-4.511
621.89,-1.4725,-0.69247,-5.0011,16.868,0.40497,0.58567,1.0507,-4.7744
623.19,-1.4704,-0.67958,-5.0066,16.844,0.52663,-4.4456,1.2154,-4.298
624.64,-1.4643,-0.34469,-5.0107,16.855,0.44517,0.66609,1.1804,-3.7747
625.93,-1.4598,-0.35523,-5.0135,16.843,0.44964,2.273,0.85011,-6.4379
627.19,-1.4564,-0.43488,-5.0166,16.832,0.5695,-2.6337,1.8726,-4.2787
628.54,-1.4508,-0.29368,-5.0195,16.854,0.57878,-2.1524,0.39984,-3.7031
629.97,-1.4426,-0.033815,-5.0208,16.878,0.46179,-4.5745,-0.25128,-6.3965
631.5,-1.4295,0.4615,-5.0191,16.871,0.58025,-3.7804,2.0974,-6.2553
632.88,-1.4164,0.65426,-5.0147,16.895,0.44109,3.1566,1.2221,-2.9206
634.07,-1.4066,0.45979,-5.0102,16.882,0.40998,3.5213,0.28149,-3.7289
635.31,-1.3973,0.34034,-5.007,16.86,0.43482,1.4203,1.0994,-2.9936
636.57,-1.3884,0.27581,-5.0045,16.845,0.546,-4.3116,-0.52319,-6.0044
638.1,-1.373,0.77406,-5.0003,16.86,0.53221,0.55552,0.68038,-4.4848
639.4,-1.3596,0.81049,-4.994,16.872,0.51052,-4.344,0.53456,-5.4987
640.86,-1.3416,1.1943,-4.986,16.877,0.38784,1.7917,-0.27899,-6.2117
642.17,-1.3248,1.2457,-4.9762,16.849,0.49457,-2.7787,2.233,-2.853
643.47,-1.3073,1.3354,-4.9659,16.851,0.50617,2.4097,1.1766,-4.0641
644.67,-1.2922,1.1846,-4.9558,16.855,0.52008,-1.9423,1.995,-5.5171
645.95,-1.2758,1.2452,-4.9461,16.864,0.51799,-4.7727,-0.50401,-6.0271
647.47,-1.2532,1.757,-4.9341,16.872,0.53455,-0.50246,0.9069,-4.0777
648.75,-1.2323,1.8242,-4.9198,16.884,0.40084,-0.816,1.9805,-4.4527
649.99,-1.2122,1.7989,-4.9053,16.859,0.3992,-1.1471,1.0415,-5.5557
651.27,-1.1908,1.8944,-4.8905,16.834,0.36847,3.9289,0.00083321,-3.5133
652.45,-1.1717,1.7481,-4.8759,16.801,0.60222,2.4816,1.0011,-5.4863
653.62,-1.154,1.5983,-4.8625,16.833,0.48084,3.7879,0.49628,-4.3531
654.76,-1.138,1.4093,-4.8505,16.83,0.56808,2.1382,1.2214,-5.9252
655.92,-1.1232,1.2588,-4.8398,16.852,0.39267,-3.6253,-0.59134,-4.5509
657.36,-1.1024,1.6837,-4.828,16.826,0.48327,0.99479,2.3235,-5.8242
658.48,-1.0862,1.4907,-4.8154,16.824,0.50754,-0.032932,0.13474,-4.9411
659.75,-1.0678,1.5928,-4.803,16.829,0.54205,0.85863,0.55502,-2.843
660.96,-1.0501,1.5841,-4.7903,16.844,0.42487,4.7026,1.2616,-3.9734
662.01,-1.0367,1.2423,-4.779,16.826,0.48279,0.7269,-0.024092,-6.1317
663.25,-1.021,1.3082,-4.7688,16.825,0.44016,4.9284,1.0906,-6.2908
664.29,-1.01,0.97208,-4.7597,16.811,0.51978,2.6776,0.6347,-3.251
665.43,-0.9991,0.82984,-4.7525,16.82,0.45863,-2.9384,2.1081,-4.8741
666.67,-0.98679,0.91684,-4.7455,16.812,0.46201,-4.294,0.58937,-6.1651
668.03,-0.97064,1.2551,-4.7368,16.805,0.44672,4.3491,-0.076878,-4.0918
669.14,-0.95823,1.0705,-4.7275,16.793,0.44434,-3.3037,1.1624,-5.9263
670.43,-0.94268,1.2779,-4.7181,16.781,0.51509,-0.30183,1.2254,-5.2587
671.61,-0.92821,1.2717,-4.7079,16.789,0.5169,2.8493,0.78244,-5.2395
672.71,-0.9159,1.0971,-4.6984,16.797,0.50314,-0.69518,1.8576,-6.5561
673.86,-0.90357,1.0524,-4.6898,16.801,0.50776,-3.1328,-0.38587,-5.9246
675.22,-0.88652,1.4044,-4.68,16.807,0.49899,1.8735,-0.2701,-5.1785
676.4,-0.87117,1.4006,-4.6688,16.81,0.40314,3.8771,0.15273,-6.6045
677.48,-0.8582,1.2187,-4.6583,16.786,0.50715,-0.21645,1.6186,-2.7804
678.62,-0.84538,1.1523,-4.6488,16.792,0.38532,-3.3536,-0.51865,-6.5869
679.97,-0.82757,1.5282,-4.6381,16.764,0.57491,1.7535,1.3492,-4.1417
681.04,-0.81379,1.355,-4.6265,16.788,0.54983,-4.2692,0.81462,-3.177
682.34,-0.7957,1.6425,-4.6146,16.805,0.57148,-1.6968,-0.38867,-3.9501
683.62,-0.77594,1.88,-4.6005,16.828,0.41851,-3.31,0.38596,-3.6322
684.89,-0.75418,2.1421,-4.5844,16.808,0.46952,-4.6197,0.88954,-5.5348
686.17,-0.73011,2.441,-4.566,16.803,0.48798,-3.4856,-0.12619,-6.2912
687.46,-0.70339,2.7669,-4.5452,16.803,0.39139,-0.64641,-0.53916,-4.1894
688.68,-0.67608,2.9352,-4.5224,16.777,0.52706,-2.9235,0.63903,-5.21
689.89,-0.64738,3.1333,-4.4981,16.788,0.50703,-3.6567,1.7633,-5.7414
691.05,-0.61826,3.2611,-4.4725,16.793,0.54424,-0.65712,0.3107,-2.8037
692.19,-0.58882,3.3279,-4.4462,16.808,0.43964,-0.65083,0.52851,-4.6294
693.31,-0.55935,3.372,-4.4194,16.795,0.51376,0.32818,2.2627,-4.9124
694.29,-0.53297,3.1665,-4.3932,16.802,0.41507,-3.2217,1.8512,-4.2435
695.39,-0.50484,3.241,-4.3676,16.782,0.47611,1.1333,1.9334,-6.4911
696.35,-0.48007,3.0137,-4.3426,16.779,0.41948,1.0545,-0.00377,-4.9813
697.4,-0.45448,2.9892,-4.3186,16.761,0.39933,-3.4972,-0.55029,-5.3325
698.63,-0.4247,3.328,-4.2933,16.737,0.45981,-1.954,-0.40697,-2.8633
699.78,-0.39394,3.5378,-4.2658,16.729,0.39777,-3.2677,-0.24664,-5.7558
700.96,-0.36087,3.8218,-4.2364,16.705,0.56813,-4.616,2.2898,-5.1686
702.03,-0.32819,3.9266,-4.2054,16.728,0.53131,-1.9312,0.40621,-3.7831
703.1,-0.29453,4.0395,-4.1735,16.74,0.40316,1.541,1.3871,-4.0943
704,-0.26447,3.812,-4.1421,16.718,0.46599,3.7045,0.53158,-5.8429
704.86,-0.23701,3.529,-4.1127,16.712,0.45296,3.4483,2.1385,-3.6541
705.64,-0.21398,3.0896,-4.0863,16.703,0.41408,-2.7739,1.6942,-6.1485
706.63,-0.18875,3.1225,-4.0614,16.684,0.4257,0.32296,0.29351,-6.1938
707.6,-0.16405,3.0893,-4.0366,16.668,0.48632,-4.667,0.40173,-2.6813
708.71,-0.13578,3.3729,-4.0107,16.668,0.50722,1.9894,2.0676,-6.4205
709.5,-0.11333,3.036,-3.9851,16.675,0.59834,-3.965,0.22806,-5.6866
710.58,-0.086156,3.2915,-3.9598,16.706,0.5685,-4.5972,1.7667,-5.5182
711.58,-0.058767,3.4252,-3.9329,16.729,0.46522,-0.75977,0.80175,-4.0443
712.51,-0.032374,3.3934,-3.9056,16.723,0.40045,0.91565,0.97357,-4.1919
713.36,-0.0080441,3.2281,-3.8791,16.7,0.5897,3.8842,0.37883,-6.3452
714.14,0.01318,2.9269,-3.8545,16.728,0.41478,4.7584,1.7572,-3.4457
714.81,0.029241,2.4158,-3.8331,16.709,0.45194,-2.4441,1.8153,-5.2035
715.71,0.047115,2.3904,-3.8139,16.7,0.47839,-1.306,-0.46839,-4.4812
716.69,0.066897,2.523,-3.7943,16.698,0.60726,-0.02205,0.85188,-3.4074
717.55,0.084677,2.4262,-3.7745,16.732,0.45821,1.9395,0.001172,-3.8588
718.38,0.10113,2.2849,-3.7556,16.724,0.48709,-2.2392,0.096602,-4.0783
719.34,0.11971,2.416,-3.7368,16.724,0.48467,3.5589,0.60557,-6.6447
720.08,0.13366,2.1045,-3.7187,16.724,0.40727,-4.5834,0.26373,-4.1404
721.09,0.15233,2.3744,-3.7008,16.702,0.3956,-0.37378,1.8315,-3.0783
721.88,0.1673,2.1906,-3.6826,16.678,0.51364,-0.35607,2.2267,-6.1393
722.63,0.18017,1.9701,-3.6659,16.686,0.43389,-4.8744,0.66897,-5.3556
723.62,0.19715,2.2159,-3.6492,16.672,0.4523,1.3039,0.9934,-3.1323
724.38,0.21035,2.0024,-3.6323,16.663,0.60296,-4.6885,1.6998,-4.1466
725.29,0.22579,2.1223,-3.6158,16.696,0.4229,-0.21392,1.3446,-3.1037
726.06,0.23884,1.9723,-3.5994,16.679,0.47953,4.7988,1.7163,-6.2511
726.66,0.24592,1.4503,-3.5857,16.678,0.45688,0.30305,1.4581,-3.4745
727.41,0.25296,1.2553,-3.5749,16.67,0.43535,-4.0264,-0.57981,-4.668
728.41,0.26487,1.5684,-3.5636,16.657,0.46832,-2.7985,1.8329,-5.6755
729.23,0.27479,1.5463,-3.5511,16.652,0.59281,-2.6398,1.7656,-5.6857
730.05,0.28442,1.5196,-3.5389,16.682,0.56147,-0.096163,0.065923,-3.7363
730.87,0.29402,1.4932,-3.5268,16.703,0.56425,2.1159,1.4741,-4.567
731.54,0.29954,1.1711,-3.5162,16.725,0.50311,-2.2462,1.1641,-4.4016
732.37,0.30657,1.177,-3.5068,16.73,0.58499,0.89243,0.061967,-3.9899
733.16,0.31251,1.084,-3.4977,16.757,0.48966,-1.9397,1.8227,-4.967
733.93,0.31759,1.0007,-3.4894,16.758,0.51562,-1.2024,-0.56125,-6.1744
734.82,0.32469,1.1187,-3.4809,16.766,0.59765,-3.931,0.11021,-5.1107
735.75,0.33401,1.3477,-3.4711,16.796,0.46038,3.7122,0.52752,-6.5031
736.4,0.33811,1.0171,-3.4616,16.789,0.48656,0.80246,1.3579,-4.1577
